,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,credit,Decile,TotalHP
7364,0,0,1,0,117000,1,1,1,1,1,0,0,0,18,2,2,6,1
7365,0,1,0,2,180000,4,1,1,1,1,0,0,0,10,4,2,8,1
7366,0,0,1,1,315000,4,4,1,1,1,0,1,0,3,3,1,8,2
7367,0,0,1,0,49500,1,4,1,1,1,0,1,0,18,2,2,2,2
7368,0,0,0,1,135000,4,4,0,1,1,0,0,0,8,3,1,7,1
7369,0,1,0,0,405000,4,4,1,1,1,1,1,0,4,2,2,8,3
7370,0,0,1,0,216000,1,4,4,1,1,0,0,0,18,1,2,8,1
7371,1,1,1,1,180000,0,1,1,1,1,0,0,1,18,3,2,8,1
7372,1,0,0,0,180000,4,4,1,1,1,1,1,0,8,2,1,8,3
7373,0,1,1,1,270000,0,4,1,1,1,0,0,0,10,3,2,8,1
7374,1,1,0,0,270000,0,4,1,1,1,1,0,1,4,2,2,8,2
7375,0,1,1,0,157500,0,4,1,1,1,0,0,0,14,2,0,7,1
7376,1,1,1,0,110250,4,1,3,1,1,0,0,0,18,1,2,6,1
7377,0,0,0,0,67500,4,4,1,1,1,0,0,0,14,2,1,4,1
7378,0,0,1,0,157500,4,2,1,1,1,0,1,1,3,2,2,7,2
7379,0,0,1,2,58500,4,1,1,1,1,0,0,0,3,4,2,4,1
7380,0,0,0,1,90000,0,4,1,1,1,0,0,0,18,3,2,6,1
7381,1,0,0,1,90000,4,4,1,1,1,1,1,0,18,3,2,6,3
7382,1,0,1,0,180000,4,4,2,1,1,0,0,0,4,1,2,8,1
7383,0,0,0,0,135000,4,4,1,1,1,1,0,0,6,2,2,7,2
7384,0,0,0,1,112500,4,4,1,5,1,0,1,1,3,3,0,6,2
7385,0,0,1,2,90000,0,4,1,1,1,0,0,0,9,4,2,6,1
7386,0,1,1,1,157500,4,1,1,5,1,0,0,1,6,3,2,7,1
7387,0,0,1,0,90000,2,1,1,1,1,1,1,0,3,2,0,6,3
7388,0,0,0,0,135000,4,4,1,1,1,0,0,0,12,2,1,7,1
7389,1,1,1,0,270000,4,4,1,1,1,0,0,0,8,2,2,8,1
7390,0,1,1,2,157500,0,1,1,1,1,0,1,0,11,4,2,7,2
7391,0,0,1,0,189000,2,4,2,1,1,0,0,0,11,1,1,8,1
7392,1,1,1,0,135000,4,4,1,5,1,0,0,0,3,2,0,7,1
7393,1,0,0,0,157500,4,4,1,1,1,0,0,0,8,2,1,7,1
7394,1,1,1,1,135000,0,1,1,1,1,1,1,0,10,3,2,7,3
7395,0,0,0,0,405000,4,1,1,1,1,1,1,0,18,2,2,8,3
7396,1,0,1,0,270000,4,4,3,1,1,0,0,0,3,1,2,8,1
7397,0,0,0,0,157500,4,1,1,1,1,0,0,0,3,2,2,7,1
7398,0,1,0,2,162000,0,2,1,1,1,1,1,0,3,4,2,7,3
7399,1,0,1,1,157500,0,4,1,1,1,0,0,0,8,3,1,7,1
7400,1,0,1,0,180000,0,4,1,1,1,1,1,0,16,2,2,8,3
7401,1,1,0,0,135000,4,4,1,1,1,0,0,1,4,2,2,7,1
7402,1,0,1,2,225000,4,4,1,1,1,0,0,0,8,4,2,8,1
7403,0,0,1,0,67500,1,4,4,1,1,0,1,0,18,1,1,4,2
7404,1,1,0,0,292500,0,4,1,1,1,0,0,0,18,2,2,8,1
7405,0,0,1,0,180000,1,4,1,1,1,0,1,0,18,2,2,8,2
7406,1,1,0,2,450000,4,4,1,1,1,0,0,1,4,4,2,8,1
7407,0,0,1,0,90000,4,4,1,1,1,1,1,0,3,2,2,6,3
7408,0,0,1,0,112500,1,4,2,1,1,0,0,0,18,1,2,6,1
7409,0,0,0,1,135000,4,4,1,1,1,0,1,0,8,3,2,7,2
7410,0,0,0,0,90000,4,4,2,1,1,0,0,0,8,1,2,6,1
7411,0,0,1,0,180000,0,1,1,1,1,1,0,1,10,2,1,8,2
7412,0,0,1,0,450000,4,4,1,1,1,0,1,0,1,2,1,8,2
7413,0,1,1,0,720000,0,1,2,1,1,1,1,0,10,1,2,8,3
7414,1,1,0,2,135000,4,1,1,5,1,0,1,0,8,4,2,7,2
7415,0,0,1,2,157500,4,4,2,1,1,0,0,0,8,3,2,7,1
7416,0,0,0,1,144000,0,1,1,1,1,1,1,0,18,3,2,7,3
7417,1,1,1,0,103500,4,4,1,1,1,0,0,0,18,2,2,6,1
7418,0,1,0,0,180000,4,4,1,5,1,0,1,0,18,2,2,8,2
7419,0,0,0,1,202500,0,1,2,1,1,1,1,0,18,2,2,8,3
7420,1,0,1,0,157500,4,4,3,1,1,1,1,0,3,1,2,7,3
7421,0,0,0,0,162000,4,4,1,1,1,1,0,0,6,2,1,7,2
7422,1,0,0,0,135000,4,4,2,1,1,0,0,0,8,1,2,7,1
7423,0,1,0,0,202500,4,1,1,1,1,0,0,0,0,2,1,8,1
7424,0,0,1,0,135000,4,4,1,1,1,0,1,0,10,2,0,7,2
7425,0,0,0,1,157500,4,4,4,1,1,1,0,0,18,2,2,7,2
7426,0,0,1,0,225000,1,1,1,1,1,0,0,0,18,2,2,8,1
7427,1,1,1,0,292500,4,1,0,1,1,0,0,0,10,2,2,8,1
7428,1,0,1,0,261000,1,4,1,1,1,0,0,0,18,2,2,8,1
7429,0,1,0,0,45000,1,4,1,1,1,0,1,0,18,2,2,2,2
7430,0,0,1,0,81000,0,4,1,1,1,0,0,0,14,2,2,5,1
7431,0,0,1,0,90000,4,4,1,2,1,0,0,0,8,2,2,6,1
7432,0,0,1,0,148500,1,4,1,1,1,0,0,0,18,2,2,7,1
7433,0,1,0,1,171000,0,1,1,1,1,1,0,0,0,3,0,7,2
7434,0,0,1,0,76500,0,4,4,1,1,1,1,0,14,1,2,5,3
7435,0,0,1,0,67500,1,4,4,1,1,0,0,0,18,1,2,4,1
7436,1,1,1,0,310500,4,4,1,1,1,0,1,1,6,2,2,8,2
7437,0,0,0,0,270000,2,4,2,1,1,0,1,1,11,1,2,8,2
7438,1,1,1,0,315000,4,1,1,1,1,0,0,0,4,2,0,8,1
7439,0,0,0,1,202500,0,1,2,1,1,1,1,0,18,2,0,8,3
7440,1,1,1,0,157500,0,4,0,1,1,0,0,0,4,2,1,7,1
7441,0,1,1,0,202500,2,4,1,1,1,0,0,1,11,2,2,8,1
7442,1,0,1,0,180000,1,4,0,1,1,0,0,0,18,2,2,8,1
7443,1,1,1,0,270000,0,4,1,1,1,0,1,0,18,2,2,8,2
7444,0,0,1,0,157500,2,1,1,1,1,0,0,0,10,2,1,7,1
7445,0,0,1,0,103500,1,4,4,1,1,0,0,0,18,1,0,6,1
7446,1,0,1,0,202500,4,4,3,1,1,0,0,0,8,1,0,8,1
7447,0,0,1,0,135000,1,4,2,1,1,0,0,0,18,1,1,7,1
7448,0,0,0,1,387000,0,1,1,1,1,0,0,0,18,3,1,8,1
7449,0,0,1,1,121500,4,1,1,1,1,1,0,0,0,3,2,7,2
7450,0,0,1,0,135000,1,4,1,1,1,0,1,0,18,2,2,7,2
7451,1,1,1,0,144000,4,4,1,1,1,0,1,0,14,2,1,7,2
7452,0,0,0,1,135000,0,4,2,1,1,0,0,0,12,2,1,7,1
7453,0,0,1,1,135000,4,4,1,1,1,0,0,0,18,3,1,7,1
7454,0,1,0,0,144000,4,4,1,1,1,1,1,0,3,2,2,7,3
7455,0,0,1,0,157500,2,1,1,1,1,1,1,0,3,2,2,7,3
7456,0,1,1,0,202500,1,4,1,1,1,0,0,0,18,2,2,8,1
7457,0,0,0,0,360000,0,4,4,1,1,0,0,0,18,1,1,8,1
7458,0,0,1,0,148500,1,4,1,1,1,0,0,0,18,2,1,7,1
7459,0,1,1,0,216000,4,4,1,1,1,0,0,0,10,2,1,8,1
7460,0,0,1,0,157500,1,4,2,1,1,0,0,0,18,1,0,7,1
7461,0,0,1,0,90000,1,4,1,1,1,0,1,0,18,2,2,6,2
7462,0,0,1,3,112500,4,4,1,1,1,0,0,0,3,5,0,6,1
7463,1,0,0,0,67500,1,4,1,1,1,0,0,0,18,2,0,4,1
7464,1,1,0,0,135000,4,4,1,1,1,0,0,0,8,2,2,7,1
7465,0,0,1,0,202500,4,4,1,1,1,0,0,1,6,2,1,8,1
7466,0,1,0,0,135000,1,4,1,1,1,0,1,1,18,2,2,7,2
7467,0,1,1,0,225000,4,1,1,1,1,0,0,0,18,2,2,8,1
7468,1,0,1,0,112500,4,4,0,1,1,0,0,0,16,2,1,6,1
7469,0,0,1,1,135000,0,4,3,1,1,0,0,0,8,2,2,7,1
7470,1,0,0,0,180000,4,4,1,1,1,1,1,0,8,2,1,8,3
7471,0,0,1,1,225000,0,1,1,1,1,0,1,0,10,3,2,8,2
7472,0,0,1,1,157500,4,4,1,1,1,0,1,0,14,3,0,7,2
7473,1,1,1,0,360000,4,4,1,1,1,1,1,0,6,2,1,8,3
7474,0,1,1,0,180000,4,1,1,5,1,1,1,0,14,2,1,8,3
7475,0,0,1,0,180000,1,4,1,1,1,0,1,0,18,2,2,8,2
7476,1,0,1,0,211500,4,4,3,1,1,1,1,0,3,1,1,8,3
7477,0,0,0,0,256500,0,1,1,1,1,0,0,1,5,2,0,8,1
7478,0,0,1,0,247500,4,4,3,1,1,0,0,0,18,1,2,8,1
7479,0,1,0,1,315000,0,1,1,1,1,0,0,0,0,3,2,8,1
7480,0,0,0,0,90000,4,4,3,1,1,0,0,0,8,1,0,6,1
7481,0,0,1,0,202500,1,4,4,1,1,0,0,0,18,1,2,8,1
7482,0,0,1,1,270000,4,4,0,2,1,0,0,0,14,3,0,8,1
7483,1,1,1,0,900000,0,1,1,1,1,0,0,0,10,2,2,8,1
7484,0,0,1,0,67500,1,4,4,1,1,0,0,0,18,1,2,4,1
7485,0,0,0,0,112500,4,4,1,5,1,0,1,0,18,2,1,6,2
7486,0,0,0,0,54000,4,1,1,1,1,1,0,0,11,2,2,3,2
7487,0,1,1,0,450000,4,1,1,1,1,0,1,0,10,2,2,8,2
7488,0,0,1,0,612000,2,4,1,1,1,0,0,1,0,2,2,8,1
7489,0,1,1,1,135000,4,4,3,1,1,0,0,0,18,2,2,7,1
7490,1,1,1,0,180000,4,1,1,1,1,0,0,0,18,2,2,8,1
7491,0,0,1,0,132750,1,4,2,1,1,0,0,0,18,1,0,7,1
7492,0,0,0,0,121500,1,4,1,1,1,0,1,0,18,2,1,7,2
7493,0,0,1,1,225000,4,1,1,1,1,0,0,0,14,3,2,8,1
7494,0,0,1,0,247500,1,4,1,1,1,0,0,0,18,2,2,8,1
7495,0,1,1,0,373500,4,4,4,1,1,0,0,0,0,1,2,8,1
7496,1,1,1,0,135000,4,0,1,1,1,0,1,0,18,2,2,7,2
7497,0,0,1,0,112500,4,1,0,1,1,0,0,0,3,2,2,6,1
7498,0,0,0,1,180000,4,1,1,1,1,0,0,0,8,3,2,8,1
7499,0,0,0,1,135000,0,4,2,1,1,0,0,0,6,2,1,7,1
7500,0,0,1,0,90000,4,4,1,1,1,0,0,0,11,2,1,6,1
7501,1,1,1,0,315000,0,2,1,1,1,0,0,0,6,2,1,8,1
7502,0,0,1,0,202500,1,1,2,1,1,0,0,0,18,1,2,8,1
7503,0,0,0,0,225000,4,1,3,4,1,0,0,0,14,1,1,8,1
7504,0,0,1,0,135000,4,4,3,1,1,1,0,0,8,1,2,7,2
7505,0,0,1,0,54000,0,4,1,1,1,0,0,0,11,2,2,3,1
7506,0,0,0,0,292500,2,4,1,1,1,1,1,0,0,2,2,8,3
7507,0,0,0,1,157500,4,4,0,1,1,0,0,0,2,3,0,7,1
7508,0,1,1,0,360000,2,1,2,1,1,0,0,0,3,1,2,8,1
7509,0,0,1,0,108000,4,4,1,1,1,0,0,0,6,2,2,6,1
7510,0,0,0,0,225000,0,1,1,1,1,0,0,0,18,2,2,8,1
7511,1,1,1,0,220500,1,4,1,1,1,0,0,0,18,2,2,8,1
7512,1,1,0,0,202500,2,4,1,1,1,1,0,0,18,2,2,8,2
7513,0,0,0,0,405000,4,1,1,1,1,0,0,0,18,2,2,8,1
7514,0,0,1,0,81000,1,4,1,1,1,0,0,0,18,2,2,5,1
7515,0,0,1,0,90000,1,4,1,1,1,0,0,1,18,2,1,6,1
7516,1,1,1,1,247500,2,4,1,1,1,0,0,0,10,3,2,8,1
7517,0,0,1,0,180000,4,4,1,1,1,0,0,0,14,2,2,8,1
7518,1,1,1,1,112500,4,1,1,1,1,0,0,1,0,3,1,6,1
7519,1,0,1,0,157500,0,4,1,1,1,0,1,0,8,2,2,7,2
7520,1,1,1,0,112500,4,4,0,1,1,1,1,0,8,2,2,6,3
7521,0,0,1,0,270000,1,4,3,1,1,0,0,0,18,1,0,8,1
7522,0,0,1,0,121500,1,4,4,1,1,0,0,0,18,1,2,7,1
7523,0,0,0,0,144000,0,4,3,1,1,0,0,0,10,1,2,7,1
7524,0,0,1,0,216000,4,4,3,1,1,0,0,0,11,1,1,8,1
7525,1,1,1,0,202500,0,1,1,1,1,0,0,0,4,2,2,8,1
7526,1,1,1,0,202500,0,1,1,1,1,1,0,0,18,2,2,8,2
7527,0,0,1,0,157500,1,4,1,1,1,0,1,0,18,2,2,7,2
7528,0,1,1,0,54000,2,4,3,1,1,0,0,0,11,1,2,3,1
7529,1,0,1,1,157500,2,4,1,1,1,0,0,0,16,3,2,7,1
7530,1,1,0,0,315000,4,4,1,1,1,1,1,0,8,2,0,8,3
7531,0,0,1,0,135000,0,4,3,1,1,0,0,0,14,1,2,7,1
7532,0,0,0,1,157500,4,1,1,1,1,0,1,0,0,3,0,7,2
7533,0,1,1,0,180000,1,4,2,1,1,0,0,0,18,1,1,8,1
7534,1,1,0,1,202500,4,2,1,1,1,1,0,0,4,3,1,8,2
7535,0,1,0,1,405000,4,4,1,4,1,1,1,1,3,3,1,8,3
7536,1,0,1,0,157500,4,4,1,1,1,0,0,0,8,2,2,7,1
7537,1,1,1,0,225000,4,4,1,1,1,0,0,0,4,2,0,8,1
7538,1,1,0,0,292500,0,4,1,1,1,0,0,0,18,2,1,8,1
7539,1,0,1,0,157500,4,1,1,1,1,0,0,0,18,2,0,7,1
7540,1,1,0,0,270000,4,1,1,1,1,1,0,0,8,2,2,8,2
7541,0,0,1,2,153000,4,1,1,1,1,1,1,0,14,4,1,7,3
7542,0,0,0,0,198000,0,4,0,1,1,0,0,0,8,2,2,8,1
7543,0,0,0,2,180000,4,1,1,1,1,0,0,0,6,4,1,8,1
7544,1,0,0,0,225000,0,1,1,5,1,0,1,0,7,2,2,8,2
7545,0,0,1,0,72000,1,4,1,1,1,0,0,0,18,2,2,4,1
7546,0,0,1,1,81000,4,4,1,2,1,1,1,0,1,3,1,5,3
7547,0,0,1,1,99000,4,1,1,1,1,1,1,0,3,3,1,6,3
7548,1,1,0,1,378000,2,1,1,1,1,0,0,0,18,3,2,8,1
7549,1,1,0,0,326250,0,1,1,1,1,1,0,0,10,2,2,8,2
7550,0,0,0,0,211500,4,4,1,1,1,1,1,0,18,2,1,8,3
7551,0,1,0,0,60750,1,4,4,1,1,0,0,0,18,1,1,4,1
7552,1,1,0,2,180000,0,4,1,1,1,1,0,0,8,4,2,8,2
7553,0,0,0,0,283500,0,4,1,2,1,0,1,0,2,2,2,8,2
7554,0,1,1,2,157500,0,1,1,1,1,0,1,0,11,4,2,7,2
7555,0,1,1,0,225000,4,4,4,1,1,0,0,0,1,1,2,8,1
7556,0,1,1,1,180000,4,1,3,1,1,0,0,0,14,2,1,8,1
7557,0,1,1,0,360000,0,1,1,1,1,0,0,1,3,2,2,8,1
7558,0,1,1,0,180000,4,4,0,1,1,0,0,0,14,2,1,8,1
7559,1,1,1,2,225000,0,4,1,1,1,0,0,0,8,4,0,8,1
7560,0,0,1,2,157500,2,1,1,1,1,0,0,0,0,4,2,7,1
7561,0,0,1,0,180000,0,4,1,1,1,0,0,0,11,2,2,8,1
7562,0,0,0,0,450000,4,4,1,1,1,0,0,0,8,2,2,8,1
7563,1,0,0,0,135000,4,1,1,1,1,0,0,1,10,2,2,7,1
7564,0,0,1,0,225000,0,1,3,1,1,0,1,1,8,1,2,8,2
7565,0,1,0,2,90000,4,4,1,1,1,1,1,0,6,4,2,6,3
7566,1,1,1,1,306000,0,4,1,1,1,0,1,0,10,3,2,8,2
7567,0,0,1,0,135000,4,4,1,1,1,0,0,0,14,2,2,7,1
7568,0,1,0,0,450000,0,1,1,1,1,1,1,0,10,2,1,8,3
7569,0,0,1,0,157500,4,1,1,1,1,0,0,0,10,2,2,7,1
7570,0,0,0,0,135000,4,4,1,5,1,0,0,0,18,2,2,7,1
7571,0,1,1,0,135000,1,4,4,1,1,0,1,0,18,1,1,7,2
7572,0,0,1,1,126000,4,4,1,1,1,0,0,0,18,3,2,7,1
7573,0,0,1,0,382500,4,4,1,1,1,0,0,0,15,2,2,8,1
7574,1,1,0,0,382500,0,4,0,1,1,0,1,0,10,2,2,8,2
7575,0,0,1,0,180000,1,4,4,1,1,0,0,0,18,1,2,8,1
7576,0,0,1,0,90000,1,4,3,1,1,0,0,0,18,1,2,6,1
7577,0,0,0,0,198000,0,4,0,1,1,0,0,0,8,2,2,8,1
7578,1,0,0,1,135000,4,4,1,1,1,1,0,0,8,3,2,7,2
7579,0,0,0,0,135000,1,4,1,2,1,0,0,0,18,2,2,7,1
7580,0,0,1,2,157500,4,4,1,1,1,0,1,0,6,4,2,7,2
7581,0,0,1,0,180000,1,4,3,1,1,0,0,0,18,1,1,8,1
7582,0,0,0,1,135000,0,4,2,1,1,0,0,0,6,2,2,7,1
7583,0,0,0,0,108000,1,4,4,1,1,0,0,0,18,1,2,6,1
7584,0,0,0,0,225000,0,1,1,1,1,1,1,0,4,2,2,8,3
7585,0,0,0,0,121500,0,4,1,1,1,0,0,0,18,2,2,7,1
7586,0,0,1,3,112500,4,4,1,1,1,1,1,0,11,5,2,6,3
7587,0,1,1,2,180000,4,4,1,1,1,0,0,0,10,4,1,8,1
7588,0,1,1,0,256500,0,4,1,1,1,0,0,1,3,2,0,8,1
7589,0,0,1,0,180000,0,4,1,1,1,0,0,1,10,2,2,8,1
7590,0,1,1,1,270000,4,1,2,1,1,0,1,1,14,2,2,8,2
7591,1,0,0,0,117000,4,4,3,1,1,1,0,0,9,1,0,6,2
7592,0,0,0,0,112500,4,4,1,3,1,0,1,0,18,2,2,6,2
7593,0,0,1,1,202500,0,4,1,1,1,0,0,0,18,3,2,8,1
7594,1,0,1,0,292500,0,1,3,4,1,0,1,0,14,1,1,8,2
7595,1,0,1,0,135000,4,4,3,1,1,0,0,0,8,1,1,7,1
7596,1,0,0,0,126000,4,4,1,1,1,0,0,0,16,2,1,7,1
7597,1,0,1,0,270000,4,4,1,1,1,0,0,0,8,2,2,8,1
7598,0,0,1,0,90000,4,1,3,1,1,0,0,1,3,1,0,6,1
7599,0,0,1,0,135000,4,4,1,1,1,0,0,0,8,2,2,7,1
7600,0,0,1,1,157500,0,4,1,1,1,1,1,0,8,3,2,7,3
7601,0,0,1,2,135000,4,4,1,1,1,0,0,0,16,4,2,7,1
7602,1,1,0,2,130500,4,4,1,1,1,0,0,0,8,4,0,7,1
7603,0,1,0,2,315000,4,4,1,4,1,0,1,1,18,4,2,8,2
7604,0,0,0,0,90000,4,1,2,1,1,0,0,0,3,1,1,6,1
7605,1,1,0,0,202500,4,4,1,1,1,0,1,1,3,2,0,8,2
7606,0,0,1,1,134995,4,4,0,1,1,1,0,0,8,3,1,7,2
7607,1,1,1,1,198000,4,4,1,1,1,1,1,0,4,3,2,8,3
7608,1,1,1,0,135000,4,4,3,5,1,1,1,0,6,1,2,7,3
7609,0,0,1,1,135000,4,4,1,1,1,1,1,0,8,3,1,7,3
7610,0,0,0,0,135000,1,4,1,1,1,0,0,0,18,2,1,7,1
7611,1,0,0,1,225000,4,1,2,3,1,0,0,0,18,2,2,8,1
7612,0,0,1,0,81000,1,4,1,1,1,0,1,0,18,2,2,5,2
7613,0,0,0,1,202500,0,4,2,1,1,0,0,0,14,2,2,8,1
7614,0,0,1,1,135000,0,1,2,1,1,0,0,0,0,2,2,7,1
7615,1,1,1,0,135000,4,4,1,5,1,0,0,0,3,2,1,7,1
7616,0,0,1,0,270000,4,4,1,1,1,0,0,0,18,2,2,8,1
7617,0,1,0,0,135000,4,4,0,5,1,0,1,0,14,2,1,7,2
7618,1,1,1,0,202500,0,4,1,1,1,0,1,0,18,2,2,8,2
7619,0,0,1,0,270000,0,1,3,1,1,0,1,1,12,1,2,8,2
7620,0,0,0,0,180000,0,4,0,1,1,1,1,0,18,2,2,8,3
7621,0,0,0,1,202500,4,4,1,1,1,0,0,0,10,3,1,8,1
7622,0,0,1,0,157500,1,4,2,1,1,0,0,0,18,1,2,7,1
7623,0,1,0,0,225000,0,4,0,5,1,1,0,0,6,2,0,8,2
7624,1,1,1,0,157500,0,4,1,1,1,1,1,0,10,2,2,7,3
7625,0,1,1,1,99000,2,4,1,5,1,1,1,0,11,3,2,6,3
7626,0,0,1,0,139500,4,4,1,1,1,0,0,1,2,2,2,7,1
7627,1,1,1,0,157500,1,1,1,1,1,0,0,0,18,2,2,7,1
7628,0,0,1,0,90000,1,2,2,1,1,0,0,0,18,1,2,6,1
7629,1,1,0,0,99000,2,4,1,1,1,1,1,0,3,2,2,6,3
7630,1,1,1,0,110250,4,1,3,1,1,0,0,0,18,1,2,6,1
7631,1,0,0,0,180000,4,4,1,1,1,1,1,0,8,2,1,8,3
7632,0,0,1,2,112500,4,1,1,1,1,1,1,1,3,4,1,6,3
7633,0,1,1,2,112500,4,1,1,1,1,0,1,0,0,4,0,6,2
7634,1,0,1,0,450000,0,4,3,5,1,0,0,0,10,1,0,8,1
7635,1,1,1,0,202500,4,4,1,1,1,0,0,0,10,2,2,8,1
7636,0,0,1,0,135000,0,4,1,1,1,0,0,0,14,2,2,7,1
7637,0,0,1,0,540000,4,1,1,1,1,0,0,1,18,2,1,8,1
7638,0,0,1,0,292500,1,4,3,1,1,0,0,0,18,1,2,8,1
7639,0,0,0,1,202500,4,1,1,1,1,1,0,0,18,3,2,8,2
7640,0,0,0,0,270000,4,4,1,1,1,1,1,0,6,2,1,8,3
7641,1,1,0,2,135000,4,4,1,1,1,1,1,0,4,4,2,7,3
7642,0,0,1,0,270000,4,4,1,2,1,0,0,0,8,2,2,8,1
7643,0,1,1,0,144000,0,4,1,1,1,1,1,0,4,2,2,7,3
7644,1,1,1,1,157500,4,4,1,1,1,0,0,0,8,3,2,7,1
7645,0,0,1,1,157500,0,4,0,1,1,0,0,0,2,3,2,7,1
7646,0,0,1,0,157500,0,4,2,1,1,0,1,0,14,1,2,7,2
7647,0,0,1,0,216000,1,4,4,1,1,0,0,0,18,1,2,8,1
7648,0,1,1,0,178650,1,1,4,1,1,0,1,0,18,1,1,8,2
7649,0,0,0,0,135000,4,2,1,1,1,0,0,0,3,2,1,7,1
7650,0,0,0,0,202500,4,1,3,1,1,0,0,1,8,1,1,8,1
7651,1,1,1,1,315000,0,4,1,5,1,0,1,0,18,3,1,8,2
7652,0,1,1,0,180000,4,1,1,1,1,0,1,0,4,2,2,8,2
7653,1,0,1,2,157500,4,4,1,1,1,0,0,0,18,4,2,7,1
7654,0,0,1,2,135000,4,4,1,1,1,0,1,0,3,4,2,7,2
7655,1,1,1,0,157500,0,4,0,1,1,0,0,0,4,2,2,7,1
7656,1,0,0,0,315000,4,4,3,1,1,0,0,0,10,1,1,8,1
7657,0,0,0,0,67500,1,4,1,1,1,0,1,0,18,2,2,4,2
7658,1,0,1,2,112500,4,4,1,1,1,1,0,0,8,4,2,6,2
7659,1,1,0,0,135000,0,4,1,1,1,1,0,0,8,2,2,7,2
7660,0,0,1,0,112500,4,4,2,1,1,0,1,0,11,1,1,6,2
7661,0,0,1,0,157500,2,1,1,1,1,0,0,0,10,2,1,7,1
7662,1,1,0,0,270000,0,4,1,1,1,0,0,0,18,2,2,8,1
7663,1,0,1,1,180000,0,4,1,1,1,0,0,0,4,3,1,8,1
7664,1,1,1,2,315000,4,1,1,1,1,0,0,0,8,4,2,8,1
7665,0,0,0,1,76500,4,1,0,1,1,1,0,0,0,3,2,5,2
7666,1,1,0,0,58500,1,4,1,1,1,0,0,0,18,2,2,4,1
7667,0,0,0,0,135000,4,4,1,1,1,1,0,0,8,2,2,7,2
7668,0,0,0,0,216000,2,1,4,1,1,0,1,0,3,1,1,8,2
7669,1,0,1,0,112500,4,4,1,1,1,0,0,0,4,2,2,6,1
7670,0,0,0,0,261000,0,2,1,1,1,1,0,0,18,2,1,8,2
7671,0,1,1,4,157500,2,4,2,1,1,1,1,0,16,5,0,7,3
7672,1,0,1,0,90000,4,4,0,1,1,1,1,0,9,2,2,6,3
7673,0,0,1,0,292500,1,4,0,1,1,0,0,0,18,2,2,8,1
7674,0,1,0,0,202500,2,4,1,1,1,0,1,0,11,2,2,8,2
7675,0,0,0,0,90000,4,4,3,2,1,1,0,0,8,1,2,6,2
7676,0,0,1,0,387000,0,4,1,1,1,0,0,0,14,2,2,8,1
7677,0,0,1,1,315000,4,4,1,1,1,0,1,0,3,3,1,8,2
7678,0,0,1,2,54000,4,4,1,1,1,0,0,0,14,4,2,3,1
7679,0,1,0,1,157500,4,4,1,1,1,0,0,0,14,3,1,7,1
7680,0,1,1,1,126000,0,1,1,1,1,0,0,0,8,3,2,7,1
7681,1,1,0,0,112500,0,4,2,1,1,0,0,0,8,1,1,6,1
7682,0,1,1,0,90000,4,1,1,1,1,1,0,0,8,2,2,6,2
7683,0,1,1,0,180000,0,1,1,1,1,0,0,0,3,2,0,8,1
7684,0,1,0,0,112500,4,4,1,1,1,0,0,0,14,2,2,6,1
7685,0,0,1,0,202500,4,1,1,1,1,0,1,0,3,2,2,8,2
7686,1,1,0,3,112500,4,1,1,1,1,0,0,0,4,5,2,6,1
7687,0,1,0,0,180000,1,4,4,1,1,0,1,0,18,1,1,8,2
7688,0,0,1,1,315000,2,4,0,1,1,0,0,1,3,3,2,8,1
7689,0,0,1,0,135000,1,3,1,1,1,0,0,0,18,2,2,7,1
7690,0,0,1,0,180000,1,4,3,1,1,0,0,0,18,1,2,8,1
7691,0,0,1,0,38700,4,4,1,1,1,0,0,0,18,2,2,1,1
7692,0,0,0,1,180000,4,4,1,1,1,1,0,0,18,3,2,8,2
7693,0,0,1,0,225000,1,4,3,1,1,0,0,0,18,1,2,8,1
7694,0,0,0,0,135000,0,4,1,2,1,0,0,0,14,2,2,7,1
7695,0,0,0,0,112500,1,4,4,1,1,0,0,0,18,1,0,6,1
7696,1,0,1,0,270000,4,4,0,1,1,0,0,0,4,2,2,8,1
7697,0,0,1,0,157500,4,4,2,1,1,0,0,0,8,1,1,7,1
7698,0,0,0,2,144000,4,4,1,1,1,0,0,0,11,4,1,7,1
7699,0,0,1,0,157500,1,4,2,1,1,0,0,0,18,1,2,7,1
7700,1,0,0,1,225000,4,1,1,1,1,0,0,0,3,3,2,8,1
7701,0,0,1,1,81000,0,4,3,1,1,0,0,1,18,2,2,5,1
7702,0,0,1,0,112500,4,4,1,1,1,0,0,0,14,2,2,6,1
7703,0,1,1,1,337500,0,1,1,1,1,0,0,0,6,3,2,8,1
7704,0,1,1,0,90000,1,4,1,1,1,0,0,0,18,2,2,6,1
7705,0,0,1,1,67500,4,4,2,1,1,1,1,0,0,2,0,4,3
7706,0,0,1,1,270000,2,4,1,1,1,0,0,0,11,3,2,8,1
7707,0,0,1,0,315000,0,4,1,1,1,0,0,0,18,2,2,8,1
7708,0,0,0,0,117000,1,4,1,1,1,0,1,0,18,2,2,6,2
7709,0,0,1,0,315000,4,4,1,1,1,0,0,0,14,2,2,8,1
7710,0,1,0,1,112500,0,4,1,1,1,0,0,1,18,3,2,6,1
7711,0,1,1,1,157500,4,4,3,1,1,0,0,0,12,2,1,7,1
